FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201202,22,0,17589,365156,"I","02/22/2012 00:00:00",73,"F","Outside/Open Areas",201202
201203,3,0,17843,365191,"I","03/03/2012 00:00:00",83,"F","Outside/Open Areas",201203
201202,24,0,17651,366667,"D","02/24/2012 00:00:00",56,"M","Permanent Home",201202
201206,16,0,18463,395354,"D","06/16/2012 00:00:00",56,"M","In Water",201206
201207,13,0,18552,397290,"D","07/13/2012 00:00:00",52,"M","Under Tree",201207
201209,24,0,19677,406779,"D","09/24/2012 00:00:00",51,"M","In Water",201209
201210,23,0,18984,411490,"D","10/23/2012 00:00:00",14,"M","Camping",201210
201210,29,0,1007166,413100,"D","10/29/2012 00:00:00",55,"M","Outside/Open Areas",201210
201210,29,0,19813,413102,"D","10/29/2012 00:00:00",,"M","Outside/Open Areas",201210
201210,29,0,19553,413112,"D","10/29/2012 00:00:00",,"","Permanent Home",201210
201210,29,0,1007171,413112,"D","10/29/2012 00:00:00",77,"M","Permanent Home",201210
201210,29,0,1007172,413112,"I","10/29/2012 00:00:00",83,"M","Permanent Home",201210
201210,29,0,1007177,413117,"I","10/29/2012 00:00:00",,"","Permanent Home",201210
201210,29,0,1007178,413117,"I","10/29/2012 00:00:00",65,"M","Permanent Home",201210
201210,31,0,1007179,413117,"I","10/31/2012 00:00:00",18,"F","Permanent Home",201210
201210,31,0,1007180,413117,"I","10/31/2012 00:00:00",19,"F","Permanent Home",201210
201210,29,0,1007181,413117,"I","10/29/2012 00:00:00",61,"M","Permanent Home",201210
201210,29,0,1007173,413118,"I","10/29/2012 00:00:00",65,"F","Permanent Home",201210
201210,29,0,1007174,413118,"I","10/29/2012 00:00:00",86,"F","Permanent Home",201210
201210,29,0,19817,413123,"D","10/29/2012 00:00:00",,"M","Permanent Home",201210
201210,29,0,1007164,413124,"D","10/29/2012 00:00:00",54,"M","Outside/Open Areas",201210
201210,29,0,1007170,413125,"D","10/29/2012 00:00:00",30,"M","Permanent Home",201210
201210,29,0,19819,415921,"D","10/29/2012 00:00:00",80,"M","Permanent Home",201210
201211,5,0,19820,415924,"I","11/05/2012 00:00:00",57,"F","Outside/Open Areas",201210
201210,29,0,19822,415924,"D","10/29/2012 00:00:00",39,"M","Outside/Open Areas",201210
201210,29,0,19821,415924,"D","10/29/2012 00:00:00",,"M","Under Tree",201210
201210,30,0,19824,415924,"I","10/30/2012 00:00:00",66,"M","Under Tree",201210
201210,30,0,19823,415924,"I","10/30/2012 00:00:00",21,"F","Vehicle/Towed Trailer",201210
201211,4,0,19830,415925,"I","11/04/2012 00:00:00",87,"M","Permanent Home",201210
201210,29,0,19832,415925,"D","10/29/2012 00:00:00",84,"M","Under Tree",201210
201210,30,0,19831,415925,"I","10/30/2012 00:00:00",20,"M","Vehicle/Towed Trailer",201210
201211,5,0,19848,415926,"I","11/05/2012 00:00:00",55,"F","Camping",201210
201211,8,0,19843,415926,"D","11/08/2012 00:00:00",59,"M","Outside/Open Areas",201210
201211,8,0,19846,415926,"I","11/08/2012 00:00:00",59,"F","Outside/Open Areas",201210
201211,4,0,19844,415926,"I","11/04/2012 00:00:00",44,"F","Permanent Home",201210
201211,2,0,19847,415926,"I","11/02/2012 00:00:00",79,"F","Permanent Home",201210
201210,29,0,19811,415927,"D","10/29/2012 00:00:00",11,"M","Permanent Home",201210
201210,29,0,19812,415927,"D","10/29/2012 00:00:00",13,"M","Permanent Home",201210
201212,9,0,1007216,415936,"I","12/09/2012 00:00:00",21,"M","Vehicle/Towed Trailer",201212
201210,13,0,1006897,409003,"D","10/13/2012 00:00:00",14,"M","In Water",201210
201210,26,0,1006935,411052,"D","10/26/2012 00:00:00",51,"M","Other",201210
201210,29,0,1007136,411591,"D","10/29/2012 00:00:00",8,"M","Under Tree",201210
201210,30,0,1006978,412894,"D","10/30/2012 00:00:00",60,"M","Outside/Open Areas",201210
201210,30,0,1006980,412894,"I","10/30/2012 00:00:00",62,"M","Outside/Open Areas",201210
201210,30,0,1007032,413166,"I","10/30/2012 00:00:00",81,"F","In Water",201210
201210,29,0,1007034,415189,"D","10/29/2012 00:00:00",69,"F","Vehicle/Towed Trailer",201210
201210,3,0,1007059,416015,"D","10/03/2012 00:00:00",11,"M","Ball Field",201210
201210,30,0,1007064,416315,"D","10/30/2012 00:00:00",51,"M","Other",201210
201210,29,0,1007067,416731,"D","10/29/2012 00:00:00",90,"F","Under Tree",201210
201210,29,0,1007132,417229,"D","10/29/2012 00:00:00",25,"M","Vehicle/Towed Trailer",201210
201210,29,0,1007133,417767,"I","10/29/2012 00:00:00",40,"F","Vehicle/Towed Trailer",201210
201210,2,0,1007135,418259,"D","10/02/2012 00:00:00",,"M","Outside/Open Areas",201210
201212,10,0,1007057,415901,"I","12/10/2012 00:00:00",56,"F","Vehicle/Towed Trailer",201212
201212,19,0,19362,418711,"I","12/19/2012 00:00:00",63,"M","Vehicle/Towed Trailer",201212
201212,26,0,1007167,419040,"D","12/26/2012 00:00:00",60,"M","Permanent Home",201212
201212,19,0,1007138,419313,"D","12/19/2012 00:00:00",31,"M","In Water",201212
201212,21,0,1007140,419341,"D","12/21/2012 00:00:00",,"M","Vehicle/Towed Trailer",201212
201212,21,0,1007139,419342,"D","12/21/2012 00:00:00",,"M","Vehicle/Towed Trailer",201212
201212,19,0,1007146,419848,"I","12/19/2012 00:00:00",,"M","Vehicle/Towed Trailer",201212
201212,15,0,1007147,420320,"D","12/15/2012 00:00:00",51,"M","Outside/Open Areas",201212
201212,21,0,1007163,421204,"D","12/21/2012 00:00:00",23,"M","In Water",201212
201210,30,0,19220,417015,"I","10/30/2012 00:00:00",69,"F","Outside/Open Areas",201210
201210,30,0,19221,417016,"I","10/30/2012 00:00:00",93,"M","Outside/Open Areas",201210
201210,29,0,19236,417018,"D","10/29/2012 00:00:00",43,"M","Outside/Open Areas",201210
201209,7,0,18566,399038,"D","09/07/2012 00:00:00",73,"M","Mobile/Trailer Home",201209
201209,7,0,18567,399038,"D","09/07/2012 00:00:00",70,"F","Mobile/Trailer Home",201209
201209,7,0,18568,399038,"D","09/07/2012 00:00:00",0,"F","Mobile/Trailer Home",201209
201209,7,0,18565,399042,"D","09/07/2012 00:00:00",70,"M","Vehicle/Towed Trailer",201209
201209,10,0,18573,399646,"D","09/10/2012 00:00:00",57,"M","In Water",201209
201209,16,0,18633,401247,"D","09/16/2012 00:00:00",66,"M","In Water",201209
201209,11,0,1006928,402190,"D","09/11/2012 00:00:00",31,"M","Outside/Open Areas",201209
201209,21,0,1006874,406469,"D","09/21/2012 00:00:00",17,"M","In Water",201209
201209,11,0,1006926,410712,"D","09/11/2012 00:00:00",16,"M","Under Tree",201209
201209,17,0,1006966,411455,"I","09/17/2012 00:00:00",,"M","Outside/Open Areas",201209
201209,7,0,1007010,412625,"D","09/07/2012 00:00:00",71,"M","Outside/Open Areas",201209
201209,24,0,1006990,413263,"D","09/24/2012 00:00:00",69,"M","Permanent Home",201209
201209,7,0,1007006,414369,"D","09/07/2012 00:00:00",52,"F","Vehicle/Towed Trailer",201209
201209,28,0,1007019,414616,"I","09/28/2012 00:00:00",28,"M","Boating",201209
201209,15,0,1007027,414692,"D","09/15/2012 00:00:00",,"M","In Water",201209
201209,15,0,1007029,414692,"D","09/15/2012 00:00:00",,"M","In Water",201209
201209,3,0,1007037,415103,"D","09/03/2012 00:00:00",90,"M","Permanent Home",201209
201210,30,0,19237,417018,"I","10/30/2012 00:00:00",79,"M","Outside/Open Areas",201210
201210,30,0,19238,417018,"I","10/30/2012 00:00:00",,"M","Outside/Open Areas",201210
201212,20,0,1007192,417152,"D","12/20/2012 00:00:00",27,"F","Outside/Open Areas",201212
201212,20,0,1007193,417152,"D","12/20/2012 00:00:00",43,"F","Vehicle/Towed Trailer",201212
201212,4,0,1007202,418625,"I","12/04/2012 00:00:00",48,"M","Vehicle/Towed Trailer",201212
201210,29,0,19880,420465,"D","10/29/2012 00:00:00",55,"M","Permanent Structure",201210
201210,29,0,1007247,420534,"D","10/29/2012 00:00:00",4,"M","Outside/Open Areas",201210
201210,29,0,1007256,420534,"D","10/29/2012 00:00:00",85,"M","Outside/Open Areas",201210
201210,29,0,1007258,420534,"D","10/29/2012 00:00:00",89,"M","Outside/Open Areas",201210
201210,29,0,1007259,420534,"D","10/29/2012 00:00:00",13,"F","Outside/Open Areas",201210
201210,29,0,1007245,420534,"D","10/29/2012 00:00:00",61,"M","Permanent Home",201210
201208,2,0,18318,388239,"I","08/02/2012 00:00:00",85,"F","Permanent Home",201208
201208,6,0,18346,388634,"D","08/06/2012 00:00:00",42,"M","Outside/Open Areas",201208
201208,6,0,18347,388634,"D","08/06/2012 00:00:00",14,"M","Outside/Open Areas",201208
201208,3,0,18353,389907,"D","08/03/2012 00:00:00",1,"F","Vehicle/Towed Trailer",201208
201208,6,0,18350,389976,"D","08/06/2012 00:00:00",2,"M","Vehicle/Towed Trailer",201208
201208,3,0,18359,390148,"D","08/03/2012 00:00:00",38,"M","Outside/Open Areas",201208
201208,10,0,18459,390429,"D","08/10/2012 00:00:00",37,"M","In Water",201208
201208,10,0,18460,390429,"D","08/10/2012 00:00:00",21,"M","In Water",201208
201208,5,0,1006852,390876,"D","08/05/2012 00:00:00",50,"M","In Water",201208
201208,16,0,1006937,391756,"D","08/16/2012 00:00:00",55,"M","Permanent Home",201208
201208,24,0,1006611,394519,"I","08/24/2012 00:00:00",31,"M","Permanent Home",201208
201208,22,0,1006602,400919,"D","08/22/2012 00:00:00",17,"M","Outside/Open Areas",201208
201208,3,0,1006622,401680,"I","08/03/2012 00:00:00",36,"M","Boating",201208
201208,4,0,1006625,402885,"D","08/04/2012 00:00:00",3,"M","Vehicle/Towed Trailer",201208
201208,3,0,1006624,402886,"D","08/03/2012 00:00:00",2,"M","Vehicle/Towed Trailer",201208
201208,2,0,1006677,404007,"D","08/02/2012 00:00:00",3,"M","Vehicle/Towed Trailer",201208
201208,2,0,1006678,404007,"D","08/02/2012 00:00:00",2,"F","Vehicle/Towed Trailer",201208
201208,7,0,1006679,404476,"D","08/07/2012 00:00:00",0,"M","Vehicle/Towed Trailer",201208
201208,5,0,1006850,406183,"D","08/05/2012 00:00:00",41,"M","In Water",201208
201208,8,0,1006866,406465,"D","08/08/2012 00:00:00",51,"M","Outside/Open Areas",201208
201208,11,0,1006868,406465,"D","08/11/2012 00:00:00",54,"M","Outside/Open Areas",201208
201208,8,0,1006864,406465,"D","08/08/2012 00:00:00",52,"M","Permanent Structure",201208
201208,15,0,1006872,406466,"D","08/15/2012 00:00:00",64,"F","Outside/Open Areas",201208
201208,14,0,1006870,406466,"D","08/14/2012 00:00:00",37,"M","Permanent Structure",201208
201208,18,0,1006942,407002,"D","08/18/2012 00:00:00",9,"M","In Water",201208
201208,18,0,1006888,407265,"D","08/18/2012 00:00:00",38,"M","In Water",201208
201208,18,0,1006889,407952,"D","08/18/2012 00:00:00",33,"M","In Water",201208
201208,3,0,1006892,408375,"D","08/03/2012 00:00:00",67,"F","Mobile/Trailer Home",201208
201208,5,0,1006895,408732,"D","08/05/2012 00:00:00",41,"M","Outside/Open Areas",201208
201208,5,0,1006896,408887,"I","08/05/2012 00:00:00",50,"M","Outside/Open Areas",201208
201208,28,0,1006899,409136,"D","08/28/2012 00:00:00",,"M","In Water",201208
201208,28,0,1006901,409139,"D","08/28/2012 00:00:00",,"M","In Water",201208
201208,28,0,1006903,409140,"D","08/28/2012 00:00:00",,"M","In Water",201208
201208,13,0,1006906,409193,"I","08/13/2012 00:00:00",58,"F","Permanent Home",201208
201208,15,0,1006908,409668,"D","08/15/2012 00:00:00",41,"M","Boating",201208
201208,29,0,1006946,410089,"D","08/29/2012 00:00:00",60,"F","Permanent Home",201208
201208,29,0,1006947,410089,"D","08/29/2012 00:00:00",52,"M","Permanent Home",201208
201208,28,0,1006914,410101,"D","08/28/2012 00:00:00",75,"M","Vehicle/Towed Trailer",201208
201208,29,0,1006918,410167,"D","08/29/2012 00:00:00",52,"M","Vehicle/Towed Trailer",201208
201208,19,0,1006920,410369,"D","08/19/2012 00:00:00",50,"M","Boating",201208
201208,19,0,1006922,410535,"I","08/19/2012 00:00:00",19,"M","Boating",201208
201208,18,0,1006924,410705,"I","08/18/2012 00:00:00",63,"M","Vehicle/Towed Trailer",201208
201208,4,0,1006931,410928,"D","08/04/2012 00:00:00",40,"M","In Water",201208
201208,30,0,1006933,410930,"D","08/30/2012 00:00:00",16,"M","In Water",201208
201208,1,0,1006940,411159,"D","08/01/2012 00:00:00",2,"F","In Water",201208
201208,7,0,1006949,411290,"D","08/07/2012 00:00:00",34,"M","Outside/Open Areas",201208
201208,30,0,1006968,411964,"D","08/30/2012 00:00:00",64,"F","Vehicle/Towed Trailer",201208
201210,29,0,19892,420534,"D","10/29/2012 00:00:00",28,"M","Permanent Home",201210
201210,29,0,19893,420534,"D","10/29/2012 00:00:00",62,"F","Permanent Home",201210
201210,29,0,1007248,420534,"D","10/29/2012 00:00:00",89,"F","Permanent Home",201210
201210,29,0,1007249,420534,"D","10/29/2012 00:00:00",59,"F","Permanent Home",201210
201210,29,0,1007250,420534,"D","10/29/2012 00:00:00",79,"F","Permanent Home",201210
201210,29,0,1007251,420534,"D","10/29/2012 00:00:00",65,"M","Permanent Home",201210
201210,29,0,19814,416826,"I","10/29/2012 00:00:00",93,"M","Permanent Home",201210
201210,29,0,19815,416826,"I","10/29/2012 00:00:00",79,"F","Permanent Home",201210
201210,29,0,1007175,416827,"I","10/29/2012 00:00:00",93,"M","Permanent Home",201210
201210,29,0,1007176,416827,"I","10/29/2012 00:00:00",79,"F","Permanent Home",201210
201210,29,0,19816,416832,"D","10/29/2012 00:00:00",51,"M","Permanent Home",201210
201210,29,0,19159,416845,"D","10/29/2012 00:00:00",62,"M","Permanent Home",201210
201210,30,0,19202,416848,"I","10/30/2012 00:00:00",66,"M","Permanent Home",201210
201210,30,0,19205,416852,"I","10/30/2012 00:00:00",86,"F","Outside/Open Areas",201210
201210,30,0,19206,416852,"I","10/30/2012 00:00:00",,"M","Outside/Open Areas",201210
201210,30,0,19207,416852,"I","10/30/2012 00:00:00",48,"F","Permanent Home",201210
201210,30,0,19208,416853,"I","10/30/2012 00:00:00",17,"M","Outside/Open Areas",201210
201211,2,0,19209,416853,"I","11/02/2012 00:00:00",67,"M","Outside/Open Areas",201210
201210,30,0,19200,416855,"I","10/30/2012 00:00:00",95,"F","Permanent Home",201210
201210,30,0,19201,416855,"I","10/30/2012 00:00:00",64,"F","Permanent Home",201210
201210,30,0,19204,416859,"I","10/30/2012 00:00:00",90,"F","Permanent Home",201210
201210,30,0,19216,416939,"I","10/30/2012 00:00:00",73,"M","Permanent Home",201210
201210,29,0,19215,416939,"I","10/29/2012 00:00:00",65,"F","Vehicle/Towed Trailer",201210
201210,29,0,19213,416943,"D","10/29/2012 00:00:00",61,"M","Permanent Home",201210
201210,29,0,19214,416943,"D","10/29/2012 00:00:00",72,"M","Permanent Home",201210
201210,30,0,19217,416958,"I","10/30/2012 00:00:00",94,"F","Permanent Home",201210
201210,30,0,19218,416958,"I","10/30/2012 00:00:00",71,"M","Permanent Home",201210
201210,31,0,19219,416958,"I","10/31/2012 00:00:00",61,"M","Permanent Home",201210
201211,4,0,19227,417002,"I","11/04/2012 00:00:00",40,"M","Outside/Open Areas",201210
201210,30,0,19222,417002,"I","10/30/2012 00:00:00",55,"M","Permanent Home",201210
201210,30,0,19223,417002,"I","10/30/2012 00:00:00",55,"M","Permanent Home",201210
201210,30,0,19224,417002,"I","10/30/2012 00:00:00",55,"M","Permanent Home",201210
201210,30,0,19225,417002,"I","10/30/2012 00:00:00",78,"F","Permanent Home",201210
201210,29,0,19226,417002,"I","10/29/2012 00:00:00",84,"F","Permanent Home",201210
201210,29,0,19235,417003,"D","10/29/2012 00:00:00",51,"M","Permanent Home",201210
201210,29,0,19233,417003,"D","10/29/2012 00:00:00",54,"M","Vehicle/Towed Trailer",201210
201210,29,0,19234,417003,"D","10/29/2012 00:00:00",48,"F","Vehicle/Towed Trailer",201210
201210,29,0,19229,417004,"D","10/29/2012 00:00:00",58,"M","Outside/Open Areas",201210
201210,30,0,19230,417004,"I","10/30/2012 00:00:00",59,"F","Permanent Home",201210
201210,30,0,19231,417005,"I","10/30/2012 00:00:00",70,"F","Permanent Home",201210
201210,30,0,19232,417005,"I","10/30/2012 00:00:00",73,"M","Permanent Home",201210
201201,7,0,17426,356947,"D","01/07/2012 00:00:00",49,"M","Outside/Open Areas",201201
201201,18,0,17700,357149,"D","01/18/2012 00:00:00",18,"F","Vehicle/Towed Trailer",201201
201201,18,0,17701,357149,"D","01/18/2012 00:00:00",1,"M","Vehicle/Towed Trailer",201201
201206,20,0,18321,388274,"D","06/20/2012 00:00:00",18,"M","In Water",201206
201206,29,0,18322,388346,"D","06/29/2012 00:00:00",70,"M","Permanent Home",201206
201206,24,0,18467,388459,"I","06/24/2012 00:00:00",29,"M","Vehicle/Towed Trailer",201206
201206,22,0,18325,388563,"D","06/22/2012 00:00:00",67,"F","Permanent Home",201206
201206,25,0,18372,390146,"D","06/25/2012 00:00:00",0,"M","Vehicle/Towed Trailer",201206
201206,20,0,18395,390147,"I","06/20/2012 00:00:00",56,"M","Vehicle/Towed Trailer",201206
201206,20,0,18396,390147,"I","06/20/2012 00:00:00",57,"F","Vehicle/Towed Trailer",201206
201206,20,0,18397,390147,"I","06/20/2012 00:00:00",24,"F","Vehicle/Towed Trailer",201206
201203,2,0,18136,359896,"D","03/02/2012 00:00:00",1,"F","Mobile/Trailer Home",201203
201203,2,0,18137,359896,"D","03/02/2012 00:00:00",1,"F","Mobile/Trailer Home",201203
201203,2,0,18138,359912,"D","03/02/2012 00:00:00",62,"M","Mobile/Trailer Home",201203
201203,2,0,18100,359915,"D","03/02/2012 00:00:00",70,"M","Permanent Home",201203
201203,2,0,18101,359915,"D","03/02/2012 00:00:00",70,"F","Permanent Home",201203
201203,2,0,18102,359915,"D","03/02/2012 00:00:00",4,"F","Permanent Home",201203
201203,2,0,18103,359915,"D","03/02/2012 00:00:00",30,"F","Permanent Home",201203
201203,2,0,18089,359916,"D","03/02/2012 00:00:00",72,"M","Permanent Home",201203
201203,7,0,17593,361180,"D","03/07/2012 00:00:00",40,"M","Outside/Open Areas",201203
201203,1,0,17486,359638,"D","03/01/2012 00:00:00",29,"M","Outside/Open Areas",201203
201203,2,0,18133,359896,"D","03/02/2012 00:00:00",21,"M","Mobile/Trailer Home",201203
201203,2,0,18134,359896,"D","03/02/2012 00:00:00",20,"M","Mobile/Trailer Home",201203
201203,2,0,18135,359896,"D","03/02/2012 00:00:00",2,"M","Mobile/Trailer Home",201203
201203,24,0,18144,374708,"D","03/24/2012 00:00:00",61,"F","Vehicle/Towed Trailer",201203
201206,5,0,18157,376440,"D","06/05/2012 00:00:00",18,"M","In Water",201206
201206,7,0,18158,376441,"D","06/07/2012 00:00:00",13,"F","In Water",201206
201206,19,0,18550,378398,"D","06/19/2012 00:00:00",26,"M","In Water",201206
201206,24,0,18509,379209,"D","06/24/2012 00:00:00",32,"F","Permanent Home",201206
201206,23,0,18177,379745,"D","06/23/2012 00:00:00",60,"M","Vehicle/Towed Trailer",201206
201206,23,0,18190,379838,"D","06/23/2012 00:00:00",16,"M","Outside/Open Areas",201206
201206,26,0,18207,380146,"D","06/26/2012 00:00:00",33,"M","In Water",201206
